Date,RegionID,RegionName,State,Metro,County,SizeRank,Price
2017-05-31,39894,Mount Juliet,TN,Nashville,Wilson,1004,274800
2017-05-31,38289,East Lansing,MI,Lansing,Ingham,1005,176900
2017-05-31,27374,Taunton,MA,Providence,Bristol,1006,271400
2017-05-31,17394,Charleston,WV,Charleston,Kanawha,1007,99400
2017-05-31,4625,Everett,MA,Boston,Middlesex,1008,369900
2017-05-31,5773,Manchester,NJ,New York,Ocean,1009,178600
2017-05-31,54001,Prattville,AL,Montgomery,Autauga,1010,141600
2017-05-31,47210,Potomac,MD,Washington,Montgomery,1011,865900
2017-05-31,46965,Palm Springs,CA,Riverside,Riverside,1012,304500
2017-05-31,11664,Granbury,TX,Dallas-Fort Worth,Hood,1013,202700
2017-05-31,11400,Fallbrook,CA,San Diego,San Diego,1014,564600
2017-05-31,25733,Mankato,MN,Mankato,Blue Earth,1015,180800
2017-05-31,13218,Patchogue,NY,New York,Suffolk,1016,303000
2017-05-31,25206,Hudson,FL,Tampa,Pasco,1017,150200
2017-05-31,19725,Oakland Park,FL,Miami-Fort Lauderdale,Broward,1018,191100
2017-05-31,32923,Monrovia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1019,636000
2017-05-31,49352,Dunwoody,GA,Atlanta,Dekalb,1020,429300
2017-05-31,14541,West Chester,OH,Cincinnati,Butler,1021,221900
2017-05-31,23146,Clifton Park,NY,Albany,Saratoga,1022,273100
2017-05-31,15138,Freeport,NY,New York,Nassau,1023,355900
2017-05-31,15554,Rancho Santa Margarita,CA,Los Angeles-Long Beach-Anaheim,Orange,1024,624800
2017-05-31,50226,Lehi,UT,Provo,Utah,1025,292200
2017-05-31,6919,San Jacinto,CA,Riverside,Riverside,1026,249100
2017-05-31,55142,Westfield,MA,Springfield,Hampden,1027,220500
2017-05-31,43575,Woonsocket,RI,Providence,Providence,1028,168400
2017-05-31,17948,Elizabethtown,KY,Elizabethtown,Hardin,1029,145800
2017-05-31,44833,Cypress,CA,Los Angeles-Long Beach-Anaheim,Orange,1030,642600
2017-05-31,53694,Okeechobee,FL,Okeechobee,Okeechobee,1031,124800
2017-05-31,21991,Lakeside,CA,San Diego,San Diego,1032,485900
2017-05-31,50800,Auburn,CA,Sacramento,Placer,1033,418500
2017-05-31,26188,North Lauderdale,FL,Miami-Fort Lauderdale,Broward,1034,172300
2017-05-31,25179,Hoover,AL,Birmingham,Jefferson,1035,260300
2017-05-31,33953,Shakopee,MN,Minneapolis-St Paul,Scott,1036,247300
2017-05-31,16567,Fitchburg,MA,Worcester,Worcester,1037,181500
2017-05-31,52382,Haltom City,TX,Dallas-Fort Worth,Tarrant,1038,127700
2017-05-31,6507,Pine Hills,FL,Orlando,Orange,1039,111900
2017-05-31,36718,Linden,NJ,New York,Union,1040,261200
2017-05-31,51487,Collierville,TN,Memphis,Shelby,1041,295900
2017-05-31,45983,Kapolei,HI,Urban Honolulu,Honolulu,1042,624900
2017-05-31,39405,Leominster,MA,Worcester,Worcester,1043,231800
2017-05-31,32081,Hopkinsville,KY,Clarksville,Christian,1044,114800
2017-05-31,24265,Crestview,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,1045,154000
2017-05-31,17150,Brea,CA,Los Angeles-Long Beach-Anaheim,Orange,1046,672200
2017-05-31,17654,Cumberland,MD,Cumberland,Allegany,1047,75400
2017-05-31,4650,Fair Oaks,CA,Sacramento,Sacramento,1048,415000
2017-05-31,217168,Wilkes-Barre,PA,Scranton,Luzerne,1049,51800
2017-05-31,22827,Rowland Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1050,603400
2017-05-31,39634,Marion,IN,Marion,Grant,1051,63800
2017-05-31,39760,Merritt Island,FL,Melbourne,Brevard,1052,260300
2017-05-31,43490,Lindenhurst,NY,New York,Suffolk,1053,328400
2017-05-31,38766,Grapevine,TX,Dallas-Fort Worth,Tarrant,1054,332500
2017-05-31,33189,Norwich,CT,New London,New London,1055,165200
2017-05-31,5382,Kearny,NJ,New York,Hudson,1056,317600
2017-05-31,39306,La Puente,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1057,425200
2017-05-31,37063,Aiea,HI,Urban Honolulu,Honolulu,1058,680800
2017-05-31,45429,Gig Harbor,WA,Seattle,Pierce,1059,444800
2017-05-31,42728,Peachtree Corners,GA,Atlanta,Gwinnett,1060,327900
2017-05-31,11959,Holyoke,MA,Springfield,Hampden,1061,178400
2017-05-31,45191,Eureka,CA,Eureka,Humboldt,1062,269900
2017-05-31,124045,Country Club,FL,Miami-Fort Lauderdale,Miami-Dade,1063,189400
2017-05-31,46780,North Brunswick,NJ,New York,Middlesex,1064,291900
2017-05-31,4557,Elkton,MD,Philadelphia,Cecil,1065,217500
2017-05-31,37464,Blue Springs,MO,Kansas City,Jackson,1066,154700
2017-05-31,31546,Fenton,MO,St. Louis,Saint Louis,1067,204100
2017-05-31,10614,Buford,GA,Atlanta,Gwinnett,1068,229300
2017-05-31,39097,Idaho Falls,ID,Idaho Falls,Bonneville,1069,140000
2017-05-31,28533,Hoffman Estates,IL,Chicago,Cook,1070,249500
2017-05-31,4271,Crystal Lake,IL,Chicago,McHenry,1071,206400
2017-05-31,33821,Salem,MA,Boston,Essex,1072,350200
2017-05-31,47837,State College,PA,State College,Centre,1073,290000
2017-05-31,11594,Germantown,TN,Memphis,Shelby,1074,298800
2017-05-31,46704,New Berlin,WI,Milwaukee,Waukesha,1075,251200
2017-05-31,5504,Lake Oswego,OR,Portland,Clackamas,1076,588100
2017-05-31,4622,Evans,GA,Augusta,Columbia,1077,228700
2017-05-31,11685,Grass Valley,CA,Truckee,Nevada,1078,356200
2017-05-31,39748,Menlo Park,CA,San Francisco,San Mateo,1079,1968500
2017-05-31,25566,Levittown,NY,New York,Nassau,1080,391600
2017-05-31,31419,Elmont,NY,New York,Nassau,1081,411600
2017-05-31,33758,Rowlett,TX,Dallas-Fort Worth,Dallas,1082,235400
2017-05-31,20362,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,1083,273000
2017-05-31,19328,Merrillville,IN,Chicago,Lake,1084,124200
2017-05-31,47876,Streamwood,IL,Chicago,Cook,1085,185700
2017-05-31,33492,Port Huron Township,MI,Detroit,Saint Clair,1086,89000
2017-05-31,10137,Ankeny,IA,Des Moines,Polk,1087,212300
2017-05-31,31645,Franklin Township,NJ,New York,Somerset,1088,313200
2017-05-31,38581,Fort Pierce,FL,Port St. Lucie,Saint Lucie,1089,112300
2017-05-31,23785,Bountiful,UT,Ogden,Davis,1090,262600
2017-05-31,31724,Georgetown,KY,Lexington,Scott,1091,177700
2017-05-31,28510,Hillsborough,NJ,New York,Somerset,1092,408800
2017-05-31,47956,Teaneck,NJ,New York,Bergen,1093,381200
2017-05-31,20831,Towson,MD,Baltimore,Baltimore,1094,352400
2017-05-31,397310,Cutler Bay,FL,Miami-Fort Lauderdale,Miami-Dade,1095,268100
2017-05-31,5371,Kalispell,MT,Kalispell,Flathead,1096,195500
2017-05-31,37576,Brighton,MI,Detroit,Livingston,1097,263300
2017-05-31,16899,Bartlesville,OK,Bartlesville,Washington,1098,102400
2017-05-31,19172,Manassas,VA,Washington,Prince William,1099,332000
2017-05-31,28599,Enterprise,FL,Daytona Beach,Volusia,1100,187800
2017-05-31,33117,Nicholasville,KY,Lexington,Jessamine,1101,137500
2017-05-31,3761,Bothell,WA,Seattle,Snohomish,1102,519100
2017-05-31,398814,Manheim Township,PA,Lancaster,Lancaster,1103,217900
2017-05-31,53788,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,1104,338500
2017-05-31,40207,Owasso,OK,Tulsa,Tulsa,1105,154000
2017-05-31,41621,West Babylon,NY,New York,Suffolk,1106,330500
2017-05-31,34885,Winter Springs,FL,Orlando,Seminole,1107,242400
2017-05-31,20789,Thomasville,NC,Winston-Salem,Davidson,1108,106900
2017-05-31,19055,Littleton,CO,Denver,Arapahoe,1109,409900
2017-05-31,26779,Riverton,UT,Salt Lake City,Salt Lake,1110,295400
2017-05-31,53718,Olympia,WA,Olympia,Thurston,1111,264500
2017-05-31,23635,Beaumont,CA,Riverside,Riverside,1112,300200
2017-05-31,50721,Amherst,MA,Springfield,Hampshire,1113,319300
2017-05-31,56619,Winder,GA,Atlanta,Barrow,1114,150100
2017-05-31,54185,Rock Island,IL,Davenport,Rock Island,1115,81000
2017-05-31,15805,Lincoln Park,MI,Detroit,Wayne,1116,71600
2017-05-31,10806,Chester Township,PA,Philadelphia,Delaware,1117,68700
2017-05-31,19458,Moorhead,MN,Fargo,Clay,1118,180000
2017-05-31,25879,Middle River,MD,Baltimore,Baltimore,1119,206800
2017-05-31,44568,Chesterfield,VA,Richmond,Chesterfield,1120,241600
2017-05-31,25112,Hicksville,NY,New York,Nassau,1121,441500
2017-05-31,18320,Gonzales,LA,Baton Rouge,Ascension,1122,185300
2017-05-31,39512,Los Lunas,NM,Albuquerque,Valencia,1123,121800
2017-05-31,37757,Carol Stream,IL,Chicago,Du Page,1124,237400
2017-05-31,4375,District Heights,MD,Washington,Prince Georges,1125,230200
2017-05-31,24624,Euclid,OH,Cleveland,Cuyahoga,1126,74000
2017-05-31,23302,Brookhaven,GA,Atlanta,Dekalb,1127,448300
2017-05-31,12158,Kankakee,IL,Kankakee,Kankakee,1128,80600
2017-05-31,5033,Hallandale,FL,Miami-Fort Lauderdale,Broward,1129,203600
2017-05-31,23770,Bonney Lake,WA,Seattle,Pierce,1130,355200
2017-05-31,10627,Burlington,NC,Burlington,Alamance,1131,102600
2017-05-31,18375,Great Neck,NY,New York,Nassau,1132,1235800
2017-05-31,43354,Ramona,CA,San Diego,San Diego,1133,510700
2017-05-31,11828,Harvey,LA,New Orleans,Jefferson,1134,137800
2017-05-31,19533,Naples,FL,Naples,Collier,1135,329100
2017-05-31,3319,Addison,IL,Chicago,Du Page,1136,234000
2017-05-31,19212,Marlborough,MA,Boston,Middlesex,1137,331500
2017-05-31,25521,Laurel,MS,Laurel,Jones,1138,90200
2017-05-31,11564,Gallatin,TN,Nashville,Sumner,1139,204100
2017-05-31,39885,Moses Lake,WA,Moses Lake,Grant,1140,147800
2017-05-31,39839,Montclair,NJ,New York,Essex,1141,612900
2017-05-31,53154,Maplewood,MN,Minneapolis-St Paul,Ramsey,1142,228600
2017-05-31,13691,San Bruno,CA,San Francisco,San Mateo,1143,912800
2017-05-31,38794,Greenfield,WI,Milwaukee,Milwaukee,1144,120600
2017-05-31,33308,Palmetto,FL,North Port-Sarasota-Bradenton,Manatee,1145,196500
2017-05-31,16087,Xenia,OH,Dayton,Greene,1146,111500
2017-05-31,48310,Walla Walla,WA,Walla Walla,Walla Walla,1147,221800
2017-05-31,21014,Urbandale,IA,Des Moines,Polk,1148,225100
2017-05-31,25732,Manitowoc,WI,Manitowoc,Manitowoc,1149,106000
2017-05-31,23553,Austell,GA,Atlanta,Cobb,1150,132100
2017-05-31,18942,Lancaster,TX,Dallas-Fort Worth,Dallas,1151,148300
2017-05-31,396850,Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,1152,191800
2017-05-31,15135,East Meadow,NY,New York,Nassau,1153,464600
2017-05-31,24061,Chester,VA,Richmond,Chesterfield,1154,216100
2017-05-31,12363,Lenoir,NC,Hickory,Caldwell,1155,80600
2017-05-31,8283,Clinton,MD,Washington,Prince Georges,1156,281500
2017-05-31,53145,Mansfield,OH,Mansfield,Richland,1157,59500
2017-05-31,396859,Seattle Hill-Silver Firs,WA,Seattle,Snohomish,1158,439800
2017-05-31,47746,Sonoma,CA,Santa Rosa,Sonoma,1159,678200
2017-05-31,38529,Fishers,IN,Indianapolis,Hamilton,1160,216000
2017-05-31,396716,Plymouth Township,MI,Detroit,Wayne,1161,299000
2017-05-31,398406,Monroe Township,NJ,New York,Middlesex,1162,352500
2017-05-31,31636,Franconia,VA,Washington,Fairfax,1163,435900
2017-05-31,27836,Wenatchee,WA,Wenatchee,Chelan,1164,257300
2017-05-31,30583,Brentwood,TN,Nashville,Williamson,1165,609300
2017-05-31,32262,Kannapolis,NC,Charlotte,Cabarrus,1166,120500
2017-05-31,7045,Shelton,CT,Stamford,Fairfield,1167,305300
2017-05-31,11340,Essex,MD,Baltimore,Baltimore,1168,179600
2017-05-31,40554,Reynoldsburg,OH,Columbus,Franklin,1169,151900
2017-05-31,17163,Brighton,CO,Denver,Adams,1170,308900
2017-05-31,51954,Ewing,NJ,Trenton,Mercer,1171,174700
2017-05-31,27445,Torrington,CT,Torrington,Litchfield,1172,138100
2017-05-31,13613,Roy,UT,Ogden,Weber,1173,184000
2017-05-31,6456,Pekin,IL,Peoria,Tazewell,1174,91100
2017-05-31,26329,Oro Valley,AZ,Tucson,Pima,1175,278400
2017-05-31,41535,Waianae,HI,Urban Honolulu,Honolulu,1176,396300
2017-05-31,30450,Beverly,MA,Boston,Essex,1177,425600
2017-05-31,51370,Chelsea,MA,Boston,Suffolk,1178,335300
2017-05-31,38842,Hagerstown,MD,Hagerstown,Washington,1179,135700
2017-05-31,30187,Altadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1180,769600
2017-05-31,15924,Wildwood,MO,St. Louis,Saint Louis,1181,356100
2017-05-31,17087,Bluffton,SC,Hilton Head Island,Beaufort,1182,245500
2017-05-31,13579,Ronkonkoma,NY,New York,Suffolk,1183,332900
2017-05-31,54320,Saratoga Springs,NY,Albany,Saratoga,1184,328300
2017-05-31,11922,Hilton Head Island,SC,Hilton Head Island,Beaufort,1185,379100
2017-05-31,45299,Fond du Lac,WI,Fond du Lac,Fond du Lac,1186,107400
2017-05-31,4976,Greeneville,TN,Greeneville,Greene,1187,99300
2017-05-31,6746,Richfield,MN,Minneapolis-St Paul,Hennepin,1188,225600
2017-05-31,56265,Pearl City,HI,Urban Honolulu,Honolulu,1189,686100
2017-05-31,33330,Park Ridge,IL,Chicago,Cook,1190,391700
2017-05-31,26256,Oakville,MO,St. Louis,Saint Louis,1191,226200
2017-05-31,21355,Woburn,MA,Boston,Middlesex,1192,436500
2017-05-31,397859,Mt Laurel Township,NJ,Philadelphia,Burlington,1193,218300
2017-05-31,3418,Anthem,AZ,Phoenix,Maricopa,1194,346400
2017-05-31,32927,Montclair,CA,Riverside,San Bernardino,1195,393900
2017-05-31,42608,Raeford,NC,Fayetteville,Hoke,1196,151000
2017-05-31,51952,Evesham,NJ,Philadelphia,Burlington,1197,281900
2017-05-31,20265,Rubidoux,CA,Riverside,Riverside,1198,332800
2017-05-31,51751,Dublin,CA,San Francisco,Alameda,1199,806900
2017-05-31,11491,Fort Lee,NJ,New York,Bergen,1200,548100
2017-05-31,55064,Waycross,GA,Waycross,Ware,1201,72200
2017-05-31,4232,Covington,KY,Cincinnati,Kenton,1202,97700
2017-05-31,31277,Duncanville,TX,Dallas-Fort Worth,Dallas,1203,156300
2017-05-31,54492,Southaven,MS,Memphis,DeSoto,1204,118300
2017-05-31,30241,Arcadia,FL,Arcadia,De Soto,1205,113700
2017-05-31,15007,Buffalo Grove,IL,Chicago,Lake,1206,299400
2017-05-31,6568,Port Angeles,WA,Port Angeles,Clallam,1207,221400
2017-05-31,23050,Trumbull,CT,Stamford,Fairfield,1208,357200
2017-05-31,21272,Wheeling,IL,Chicago,Cook,1209,176600
2017-05-31,38049,Covington,LA,New Orleans,Saint Tammany,1210,223400
2017-05-31,3731,Boardman,OH,Youngstown,Mahoning,1211,98700
2017-05-31,19811,Pacifica,CA,San Francisco,San Mateo,1212,888500
2017-05-31,10315,Beavercreek,OH,Dayton,Greene,1213,179200
2017-05-31,54801,University City,MO,St. Louis,Saint Louis,1214,190200
2017-05-31,53267,Menomonee Falls,WI,Milwaukee,Waukesha,1215,237400
2017-05-31,37601,Brookfield,WI,Milwaukee,Waukesha,1216,289900
2017-05-31,30691,Caldwell,ID,Boise City,Canyon,1217,145800
2017-05-31,13110,Opelousas,LA,Opelousas,Saint Landry,1218,108500
2017-05-31,15120,Havertown,PA,Philadelphia,Delaware,1219,299500
2017-05-31,19728,Oakley,CA,San Francisco,Contra Costa,1220,418600
2017-05-31,124275,Egypt Lake-Leto,FL,Tampa,Hillsborough,1221,153400
2017-05-31,7279,Stow,OH,Akron,Summit,1222,165100
2017-05-31,37306,Bay City,MI,Bay City,Bay,1223,56700
2017-05-31,13386,Prairieville,LA,Baton Rouge,Ascension,1224,224100
2017-05-31,17545,Commerce City,CO,Denver,Adams,1225,313300
2017-05-31,16807,Arnold,MO,St. Louis,Jefferson,1226,145100
2017-05-31,51617,Culver City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1227,980400
2017-05-31,27398,The Colony,TX,Dallas-Fort Worth,Denton,1228,226300
2017-05-31,23942,Cape Girardeau,MO,Cape Girardeau,Cape Girardeau,1229,123100
2017-05-31,48531,Windsor Mill,MD,Baltimore,Baltimore,1230,198700
2017-05-31,25090,Henderson,NC,Henderson,Vance,1231,100500
2017-05-31,41130,Sun City,AZ,Phoenix,Maricopa,1232,156400
2017-05-31,21469,Cottage Grove,MN,Minneapolis-St Paul,Washington,1233,241000
2017-05-31,18647,Huber Heights,OH,Dayton,Montgomery,1234,99600
2017-05-31,6251,Northville Township,MI,Detroit,Wayne,1235,396400
2017-05-31,52580,Hot Springs,AR,Hot Springs,Garland,1236,111100
2017-05-31,6651,Puyallup,WA,Seattle,Pierce,1237,305400
2017-05-31,51117,Braintree,MA,Boston,Norfolk,1238,446800
2017-05-31,50616,Coachella,CA,Riverside,Riverside,1239,217100
2017-05-31,8509,Glastonbury,CT,Hartford,Hartford,1240,321100
2017-05-31,5225,Howell,NJ,New York,Monmouth,1241,339600
2017-05-31,10389,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1242,3041900
2017-05-31,47021,Paso Robles,CA,San Luis Obispo,San Luis Obispo,1243,463200
2017-05-31,53969,Portage,IN,Chicago,Porter,1244,141000
2017-05-31,18883,La Quinta,CA,Riverside,Riverside,1245,378800
2017-05-31,3820,Bristol,TN,Kingsport,Sullivan,1246,112400
2017-05-31,40645,Roseville,MN,Minneapolis-St Paul,Ramsey,1247,253100
2017-05-31,51302,Casselberry,FL,Orlando,Seminole,1248,192300
2017-05-31,23789,Bowling Green,OH,Toledo,Wood,1249,154200
2017-05-31,39775,Middleburg,FL,Jacksonville,Clay,1250,165900
2017-05-31,13062,Oak Creek,WI,Milwaukee,Milwaukee,1251,132900
2017-05-31,30399,Bell,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1252,453300
2017-05-31,44750,Coppell,TX,Dallas-Fort Worth,Dallas,1253,408900
2017-05-31,18225,Gadsden,AL,Gadsden,Etowah,1254,66600
2017-05-31,34288,Tifton,GA,Tifton,Tift,1255,123800
2017-05-31,28017,Woodinville,WA,Seattle,King,1256,752500
2017-05-31,13149,Oxford,MS,Oxford,Lafayette,1257,189000
2017-05-31,5019,Gurnee,IL,Chicago,Lake,1258,233300
2017-05-31,54414,Shrewsbury,MA,Worcester,Worcester,1259,392100
2017-05-31,33840,San Juan Capistrano,CA,Los Angeles-Long Beach-Anaheim,Orange,1260,712600
2017-05-31,43088,Wylie,TX,Dallas-Fort Worth,Collin,1261,243300
2017-05-31,31694,Garden City,KS,Garden City,Finney,1262,138600
2017-05-31,48424,West Hollywood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1263,731900
2017-05-31,119842,Ken Caryl,CO,Denver,Jefferson,1264,359200
2017-05-31,53925,Pleasant Hill,CA,San Francisco,Contra Costa,1265,711300
2017-05-31,24658,Fairborn,OH,Dayton,Greene,1266,97900
2017-05-31,22924,University,FL,Tampa,Hillsborough,1267,69100
2017-05-31,31684,Galesburg,IL,Galesburg,Knox,1268,66900
2017-05-31,8375,Alliance,OH,Canton,Stark,1269,86900
2017-05-31,45911,Jackson,MI,Jackson,Jackson,1270,60300
2017-05-31,13560,Rockledge,FL,Melbourne,Brevard,1271,228900
2017-05-31,396136,Lutherville Timonium,MD,Baltimore,Baltimore,1272,372200
2017-05-31,395772,Milton,GA,Atlanta,Fulton,1273,508800
2017-05-31,43999,Aventura,FL,Miami-Fort Lauderdale,Miami-Dade,1274,342900
2017-05-31,19100,Los Gatos,CA,San Jose,Santa Clara,1275,1742500
2017-05-31,30651,Bullhead City,AZ,Lake Havasu City,Mohave,1276,163900
2017-05-31,33258,Ormond Beach,FL,Daytona Beach,Volusia,1277,222800
2017-05-31,32390,Lake Mary,FL,Orlando,Seminole,1278,271000
2017-05-31,6120,Natick,MA,Boston,Middlesex,1279,519800
2017-05-31,13578,Rome,NY,Utica,Oneida,1280,81200
2017-05-31,19177,Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1281,2241400
2017-05-31,7540,Upper Arlington,OH,Columbus,Franklin,1282,396500
2017-05-31,10669,Calumet City,IL,Chicago,Cook,1283,83500
2017-05-31,56072,Kearns,UT,Salt Lake City,Salt Lake,1284,181300
2017-05-31,192065,South Valley,NM,Albuquerque,Bernalillo,1285,142100
2017-05-31,395669,Derry,NH,Boston,Rockingham,1286,258500
2017-05-31,24505,East Point,GA,Atlanta,Fulton,1287,79700
2017-05-31,396832,Greater Carrollwood,FL,Tampa,Hillsborough,1288,217800
2017-05-31,55153,Westwego,LA,New Orleans,Jefferson,1289,100500
2017-05-31,7304,Barstow,CA,Riverside,San Bernardino,1290,119500
2017-05-31,40754,Sanger,CA,Fresno,Fresno,1291,219700
2017-05-31,20860,Tupelo,MS,Tupelo,Lee,1292,116500
2017-05-31,37362,Belleville,NJ,New York,Essex,1293,279000
2017-05-31,181663,Fuquay Varina,NC,Raleigh,Wake,1294,226300
2017-05-31,40718,Salem,VA,Roanoke,Salem City,1295,164900
2017-05-31,46218,Lemoore,CA,Hanford,Kings,1296,214300
2017-05-31,52951,Lewiston,ID,Lewiston,Nez Perce,1297,179700
2017-05-31,26240,Oak Harbor,WA,Oak Harbor,Island,1298,290700
2017-05-31,40036,Norristown,PA,Philadelphia,Montgomery,1299,133700
2017-05-31,34268,Thomasville,GA,Thomasville,Thomas,1300,116400
2017-05-31,4426,Dublin,OH,Columbus,Franklin,1301,362900
2017-05-31,51873,Elizabethton,TN,Johnson City,Carter,1302,109400
2017-05-31,10662,Calexico,CA,El Centro,Imperial,1303,210800
2017-05-31,54666,Tehachapi,CA,Bakersfield,Kern,1304,245500
2017-05-31,5470,Lacey,WA,Olympia,Thurston,1305,244100
2017-05-31,46509,Merrick,NY,New York,Nassau,1306,522500
2017-05-31,37174,Arlington,WA,Seattle,Snohomish,1307,342100
2017-05-31,41184,Tarpon Springs,FL,Tampa,Pinellas,1308,234900
2017-05-31,10552,Bridgewater,NJ,New York,Somerset,1309,435800
2017-05-31,11015,Cumberland,RI,Providence,Providence,1310,267900
2017-05-31,24872,Glen Ellyn,IL,Chicago,Du Page,1311,373100
2017-05-31,55145,Westlake,OH,Cleveland,Cuyahoga,1312,266500
2017-05-31,51567,Coventry,RI,Providence,Kent,1313,234300
2017-05-31,10772,Ceres,CA,Modesto,Stanislaus,1314,264700
2017-05-31,397837,Town of Lockport,NY,Buffalo,Niagara,1315,109400
2017-05-31,37663,Burlington Township,NJ,Philadelphia,Burlington,1316,204000
2017-05-31,12087,Jacksonville,AR,Little Rock,Pulaski,1317,93500
2017-05-31,4592,Englewood,CO,Denver,Arapahoe,1318,335000
2017-05-31,32440,Lauderdale Lakes,FL,Miami-Fort Lauderdale,Broward,1319,62500
2017-05-31,46091,La Vergne,TN,Nashville,Rutherford,1320,167800
2017-05-31,43697,Fair Lawn,NJ,New York,Bergen,1321,403400
2017-05-31,25108,Hickory,NC,Hickory,Catawba,1322,134400
2017-05-31,53562,Newburgh,IN,Evansville,Warrick,1323,167700
2017-05-31,16908,Batavia,OH,Cincinnati,Clermont,1324,159200
2017-05-31,55625,Bellmore,NY,New York,Nassau,1325,482500
2017-05-31,32500,Lima,OH,Lima,Allen,1326,64400
2017-05-31,10625,Burleson,TX,Dallas-Fort Worth,Johnson,1327,171200
2017-05-31,50797,Atwater,CA,Merced,Merced,1328,232400
2017-05-31,397752,Town of West Bend,WI,Milwaukee,Washington,1329,178100
2017-05-31,36921,Franklin,MA,Boston,Norfolk,1330,411600
2017-05-31,13181,Papillion,NE,Omaha,Sarpy,1331,231400
2017-05-31,55315,Copperas Cove,TX,Killeen,Coryell,1332,97100
2017-05-31,396858,Paine Field-Lake Stickney,WA,Seattle,Snohomish,1333,339800
2017-05-31,12868,Mount Vernon,VA,Washington,Fairfax,1334,388300
2017-05-31,53581,Niles,IL,Chicago,Cook,1335,278500
2017-05-31,18928,Lake Wales,FL,Lakeland,Polk,1336,130200
2017-05-31,398437,Zeeland Township,MI,Grand Rapids,Ottawa,1337,189500
2017-05-31,11246,Eastpointe,MI,Detroit,Macomb,1338,72300
2017-05-31,7668,Van Buren,AR,Fort Smith,Crawford,1339,104600
2017-05-31,32105,Hudsonville,MI,Grand Rapids,Ottawa,1340,215200
2017-05-31,11141,Dover,DE,Dover,Kent,1341,161700
2017-05-31,26213,Northglenn,CO,Denver,Adams,1342,290400
2017-05-31,31540,Farmington,MN,Minneapolis-St Paul,Dakota,1343,263100
2017-05-31,54058,Randolph,MA,Boston,Norfolk,1344,309800
2017-05-31,20764,Temple Hills,MD,Washington,Prince Georges,1345,256800
2017-05-31,33155,North Huntingdon,PA,Pittsburgh,Westmoreland,1346,144700
2017-05-31,31537,Farmingdale,NY,New York,Nassau,1347,406900
2017-05-31,26965,Santa Paula,CA,Ventura,Ventura,1348,438100
2017-05-31,32156,Inver Grove Heights,MN,Minneapolis-St Paul,Dakota,1349,241600
2017-05-31,17546,Commerce Township,MI,Detroit,Oakland,1350,243100
2017-05-31,118914,Westmont,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1351,430800
2017-05-31,27771,Warren,OH,Youngstown,Trumbull,1352,46200
2017-05-31,26200,North Tonawanda,NY,Buffalo,Niagara,1353,119100
2017-05-31,126604,West Little River,FL,Miami-Fort Lauderdale,Miami-Dade,1354,168900
2017-05-31,33178,Northbrook,IL,Chicago,Cook,1355,492700
2017-05-31,25704,Madison,AL,Huntsville,Madison,1356,198300
2017-05-31,44906,Denison,TX,Sherman,Grayson,1357,111300
2017-05-31,6819,Rohnert Park,CA,Santa Rosa,Sonoma,1358,507300
2017-05-31,396639,Ross Township,PA,Pittsburgh,Allegheny,1359,175800
2017-05-31,4439,Dunedin,FL,Tampa,Pinellas,1360,203400
2017-05-31,57277,Reedley,CA,Fresno,Fresno,1361,213200
2017-05-31,32703,Marion,IA,Cedar Rapids,Linn,1362,149200
2017-05-31,23912,Calhoun,GA,Calhoun,Gordon,1363,126700
2017-05-31,3615,Belleville,IL,St. Louis,Saint Clair,1364,82100
2017-05-31,32048,Hinesville,GA,Hinesville,Liberty,1365,107400
2017-05-31,31912,Halethorpe,MD,Baltimore,Baltimore,1366,197300
2017-05-31,14192,Troy,OH,Dayton,Miami,1367,141300
2017-05-31,54053,Rancho Palos Verdes,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1368,1303100
2017-05-31,50027,Shelton,WA,Shelton,Mason,1369,205800
2017-05-31,31623,Foster City,CA,San Francisco,San Mateo,1370,1497000
2017-05-31,397912,Butler Township,PA,Pittsburgh,Butler,1371,139900
2017-05-31,42213,Garfield,NJ,New York,Bergen,1372,339400
2017-05-31,15592,Manalapan,NJ,New York,Monmouth,1373,438900
2017-05-31,4204,Cooper City,FL,Miami-Fort Lauderdale,Broward,1374,371900
2017-05-31,52735,Keizer,OR,Salem,Marion,1375,245800
2017-05-31,54606,Sulphur,LA,Lake Charles,Calcasieu,1376,166100
2017-05-31,19911,Perrysburg,OH,Toledo,Wood,1377,188900
2017-05-31,125912,Richmond West,FL,Miami-Fort Lauderdale,Miami-Dade,1378,299200
