Date,RegionID,RegionName,State,Metro,County,SizeRank,Price
2017-05-31,20313,Saint Paul,MN,Minneapolis-St Paul,Ramsey,59,196600
2017-05-31,34303,Toledo,OH,Toledo,Lucas,60,62700
2017-05-31,7081,Silver Spring,MD,Washington,Montgomery,61,390100
2017-05-31,25574,Lexington,KY,Lexington,Fayette,62,164800
2017-05-31,12970,Newark,NJ,New York,Essex,63,232800
2017-05-31,47945,Tallahassee,FL,Tallahassee,Leon,64,166900
2017-05-31,7266,Stockton,CA,Stockton,San Joaquin,65,256100
2017-05-31,53915,Plano,TX,Dallas-Fort Worth,Collin,66,327400
2017-05-31,17384,Chandler,AZ,Phoenix,Maricopa,67,278200
2017-05-31,12455,Louisville,KY,Louisville/Jefferson County,Jefferson,68,116600
2017-05-31,11867,Henderson,NV,Las Vegas,Clark,69,274800
2017-05-31,25934,Modesto,CA,Modesto,Stanislaus,70,260800
2017-05-31,32900,Mobile,AL,Mobile,Mobile,71,112100
2017-05-31,25320,Jersey City,NJ,New York,Hudson,72,380000
2017-05-31,53060,Lubbock,TX,Lubbock,Lubbock,73,120700
2017-05-31,18298,Glendale,AZ,Phoenix,Maricopa,74,212600
2017-05-31,24457,Durham,NC,Durham,Durham,75,185100
2017-05-31,13121,Orlando,FL,Orlando,Orange,76,167100
2017-05-31,6210,Norfolk,VA,Virginia Beach,Norfolk City,77,177700
2017-05-31,26922,Saint Petersburg,FL,Tampa,Pinellas,78,181100
2017-05-31,53856,Pensacola,FL,Pensacola,Escambia,79,132100
2017-05-31,18170,Fort Wayne,IN,Fort Wayne,Allen,80,102100
2017-05-31,11722,Greensboro,NC,,Guilford,81,128500
2017-05-31,32503,Lincoln,NE,Lincoln,Lancaster,82,159800
2017-05-31,20328,San Bernardino,CA,Riverside,San Bernardino,83,253300
2017-05-31,24225,Corona,CA,Riverside,Riverside,84,436800
2017-05-31,51405,Chula Vista,CA,San Diego,San Diego,85,486900
2017-05-31,44564,Chesapeake,VA,Virginia Beach,Chesapeake City,86,251400
2017-05-31,25104,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,87,234700
2017-05-31,398849,Madison,WI,Madison,Dane,88,229400
2017-05-31,24741,Fontana,CA,Riverside,San Bernardino,89,348200
2017-05-31,31614,Fort Myers,FL,Fort Myers,Lee,90,202100
2017-05-31,52893,Laredo,TX,Laredo,Webb,91,120800
2017-05-31,26187,North Las Vegas,NV,Las Vegas,Clark,92,204500
2017-05-31,5573,Lawrenceville,GA,Atlanta,Gwinnett,93,187200
2017-05-31,11540,Fremont,CA,San Francisco,Alameda,94,942400
2017-05-31,52001,Fayetteville,NC,Fayetteville,Cumberland,95,111100
2017-05-31,7222,Springfield,MO,Springfield,Greene,96,114100
2017-05-31,30258,Arlington,VA,Washington,Arlington,97,642800
2017-05-31,12065,Irving,TX,Dallas-Fort Worth,Dallas,98,183600
2017-05-31,4888,Gilbert,AZ,Phoenix,Maricopa,99,292900
2017-05-31,54346,Scottsdale,AZ,Phoenix,Maricopa,100,421200
2017-05-31,41760,Winston-Salem,NC,Winston-Salem,Forsyth,101,124200
2017-05-31,52650,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,102,793600
2017-05-31,6752,Richmond,VA,Richmond,Richmond City,103,179400
2017-05-31,10477,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,104,320300
2017-05-31,13150,Oxnard,CA,Ventura,Ventura,105,459000
2017-05-31,44282,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,106,223000
2017-05-31,26967,Santa Rosa,CA,Santa Rosa,Sonoma,107,533000
2017-05-31,17759,Des Moines,IA,Des Moines,Polk,108,120300
2017-05-31,13478,Reno,NV,Reno,Washoe,109,317100
2017-05-31,20604,Spokane,WA,Spokane,Spokane,110,173400
2017-05-31,10210,Augusta,GA,Augusta,Richmond,111,82000
2017-05-31,27362,Tacoma,WA,Seattle,Pierce,112,251000
2017-05-31,11671,Grand Rapids,MI,Grand Rapids,Kent,113,131800
2017-05-31,6285,Oceanside,CA,San Diego,San Diego,114,486700
2017-05-31,24821,Gainesville,FL,Gainesville,Alachua,115,163500
2017-05-31,14701,Woodbridge,VA,Washington,Prince William,116,301800
2017-05-31,53673,Ocala,FL,Ocala,Marion,117,126300
2017-05-31,45457,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,118,772000
2017-05-31,3737,Boise,ID,Boise City,Ada,119,213700
2017-05-31,24960,Greenville,SC,Greenville,Greenville,120,157100
2017-05-31,10417,Birmingham,AL,Birmingham,Jefferson,121,61900
2017-05-31,6909,Salt Lake City,UT,Salt Lake City,Salt Lake,122,281300
2017-05-31,25218,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,123,764400
2017-05-31,30141,Akron,OH,Akron,Summit,124,64000
2017-05-31,47426,Rockford,IL,Rockford,Winnebago,125,80500
2017-05-31,54288,Salinas,CA,Salinas,Monterey,126,431200
2017-05-31,14724,Worcester,MA,Worcester,Worcester,127,214100
2017-05-31,25981,Moreno Valley,CA,Riverside,Riverside,128,289500
2017-05-31,52998,Little Rock,AR,Little Rock,Pulaski,129,132200
2017-05-31,33501,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,130,195600
2017-05-31,51167,Brownsville,TX,Brownsville,Cameron,131,82200
2017-05-31,26637,Providence,RI,Providence,Providence,132,174600
2017-05-31,16753,Amarillo,TX,Amarillo,Potter,133,116600
2017-05-31,5534,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,134,245800
2017-05-31,4764,Fort Collins,CO,Fort Collins,Larimer,135,355300
2017-05-31,40897,Shreveport,LA,Shreveport,Caddo,136,102300
2017-05-31,31471,Evansville,IN,Evansville,Vanderburgh,137,108800
2017-05-31,34937,Yonkers,NY,New York,Westchester,138,439700
2017-05-31,18518,Hayward,CA,San Francisco,Alameda,139,582800
2017-05-31,31606,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,140,287400
2017-05-31,37837,Chattanooga,TN,Chattanooga,Hamilton,141,136000
2017-05-31,17539,Columbus,GA,Columbus,Muscogee,142,88200
2017-05-31,10215,Aurora,IL,Chicago,Kane,143,169700
2017-05-31,13108,Ontario,CA,Riverside,San Bernardino,144,387400
2017-05-31,32179,Jackson,MS,Jackson,Hinds,145,52800
2017-05-31,31821,Grand Prairie,TX,Dallas-Fort Worth,Dallas,146,177700
2017-05-31,40492,Rancho Cucamonga,CA,Riverside,San Bernardino,147,469400
2017-05-31,40202,Overland Park,KS,Kansas City,Johnson,148,262600
2017-05-31,26140,Newport News,VA,Virginia Beach,Newport News City,149,172500
2017-05-31,24832,Garden Grove,CA,Los Angeles-Long Beach-Anaheim,Orange,150,565500
2017-05-31,5424,Killeen,TX,Killeen,Bell,151,104500
2017-05-31,47958,Tempe,AZ,Phoenix,Maricopa,152,258600
2017-05-31,48215,Vancouver,WA,Portland,Clark,153,281200
2017-05-31,12014,Huntsville,AL,Huntsville,Madison,154,138600
2017-05-31,38333,El Cajon,CA,San Diego,San Diego,155,476900
2017-05-31,40227,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,156,272500
2017-05-31,41256,Topeka,KS,Topeka,Shawnee,157,94700
2017-05-31,17950,Elk Grove,CA,Sacramento,Sacramento,158,393500
2017-05-31,47250,Pueblo,CO,Pueblo,Pueblo,159,138700
2017-05-31,11529,Fredericksburg,VA,Washington,Spotsylvania,160,255600
2017-05-31,30742,Cape Coral,FL,Fort Myers,Lee,161,215100
2017-05-31,7221,Springfield,MA,Springfield,Hampden,162,142100
2017-05-31,19892,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,163,279500
2017-05-31,19523,Murfreesboro,TN,Nashville,Rutherford,164,208500
2017-05-31,10843,Clarksville,TN,Clarksville,Montgomery,165,144000
2017-05-31,39931,Naperville,IL,Chicago,Du Page,166,380400
2017-05-31,40298,Peoria,AZ,Phoenix,Maricopa,167,248100
2017-05-31,4655,Fairfax,VA,Washington,Fairfax,168,521600
2017-05-31,54311,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,169,509900
2017-05-31,20008,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,170,387700
2017-05-31,39191,Kansas City,KS,Kansas City,Wyandotte,171,78800
2017-05-31,30559,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,172,230200
2017-05-31,7353,Syracuse,NY,Syracuse,Onondaga,173,82300
2017-05-31,20317,Salem,OR,Salem,Marion,174,232900
2017-05-31,32060,Hollywood,FL,Miami-Fort Lauderdale,Broward,175,240800
2017-05-31,19873,Paterson,NJ,New York,Passaic,176,195200
2017-05-31,5519,Lakewood,CO,Denver,Jefferson,177,366200
2017-05-31,10071,Alexandria,VA,Washington,Alexandria City,178,517100
2017-05-31,31184,Dayton,OH,Dayton,Montgomery,179,55900
2017-05-31,28065,Yuma,AZ,Yuma,Yuma,180,141200
2017-05-31,54626,Sunnyvale,CA,San Jose,Santa Clara,181,1509300
2017-05-31,21114,Visalia,CA,Visalia,Tulare,182,212500
2017-05-31,25514,Las Cruces,NM,Las Cruces,Dona Ana,183,140300
2017-05-31,19865,Pasadena,TX,Houston,Harris,184,125400
2017-05-31,3806,Bridgeport,CT,Stamford,Fairfield,185,164100
2017-05-31,38438,Eugene,OR,Eugene,Lane,186,270200
2017-05-31,11337,Escondido,CA,San Diego,San Diego,187,467600
2017-05-31,19360,Midland,TX,Midland,Midland,188,189700
2017-05-31,6183,Newark,DE,Philadelphia,New Castle,189,223200
2017-05-31,26857,Round Rock,TX,Austin,Williamson,190,246500
2017-05-31,5052,Hampton,VA,Virginia Beach,Hampton City,191,160300
2017-05-31,47019,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,192,752200
2017-05-31,54722,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,193,775000
2017-05-31,4174,Columbia,SC,Columbia,Richland,194,129900
2017-05-31,12694,Mesquite,TX,Dallas-Fort Worth,Dallas,195,156800
2017-05-31,24812,Fullerton,CA,Los Angeles-Long Beach-Anaheim,Orange,196,605600
2017-05-31,21159,Warren,MI,Detroit,Macomb,197,119000
2017-05-31,32783,McKinney,TX,Dallas-Fort Worth,Collin,198,296500
2017-05-31,48443,West Valley City,UT,Salt Lake City,Salt Lake,199,202100
2017-05-31,13480,Renton,WA,Seattle,King,200,436700
2017-05-31,51260,Canton,OH,Canton,Stark,201,94400
2017-05-31,5914,Metairie,LA,New Orleans,Jefferson,202,232700
2017-05-31,47570,Santa Maria,CA,Santa Maria-Santa Barbara,Santa Barbara,203,354600
2017-05-31,45888,Inglewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,204,470600
2017-05-31,33252,Orange,CA,Los Angeles-Long Beach-Anaheim,Orange,205,652000
2017-05-31,6155,New Haven,CT,New Haven,New Haven,206,161200
2017-05-31,44821,Cumming,GA,Atlanta,Forsyth,207,281800
2017-05-31,398007,Flint,MI,Flint,Genesee,208,52100
2017-05-31,24174,Compton,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,209,360700
2017-05-31,25818,McAllen,TX,McAllen,Hidalgo,210,120800
2017-05-31,3619,Bellevue,WA,Seattle,King,211,819700
2017-05-31,17070,Bloomington,IN,Bloomington,Monroe,212,169000
2017-05-31,33230,Olathe,KS,Kansas City,Johnson,213,224400
2017-05-31,39815,Miramar,FL,Miami-Fort Lauderdale,Broward,214,263900
2017-05-31,8814,Queen Creek,AZ,Phoenix,Maricopa,215,231500
2017-05-31,17571,Coral Springs,FL,Miami-Fort Lauderdale,Broward,216,331300
2017-05-31,17882,East Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,217,410500
2017-05-31,11786,Hamilton,OH,Cincinnati,Butler,218,148300
2017-05-31,5071,Hartford,CT,Hartford,Hartford,219,100100
2017-05-31,27239,Stamford,CT,Stamford,Fairfield,220,460300
2017-05-31,47584,Savannah,GA,Savannah,Chatham,221,119800
2017-05-31,27110,Simi Valley,CA,Ventura,Ventura,222,539400
2017-05-31,51518,Concord,CA,San Francisco,Contra Costa,223,549800
2017-05-31,47847,Sterling Heights,MI,Detroit,Macomb,224,185300
2017-05-31,31388,Elizabeth,NJ,New York,Union,225,263300
2017-05-31,18208,Frisco,TX,Dallas-Fort Worth,Collin,226,392700
2017-05-31,32238,Joliet,IL,Chicago,Will,227,133300
2017-05-31,17321,Carrollton,TX,Dallas-Fort Worth,Denton,228,254300
2017-05-31,37427,Billings,MT,Billings,Yellowstone,229,204800
2017-05-31,16726,Allentown,PA,Allentown,Lehigh,230,114100
2017-05-31,40760,Santa Fe,NM,Santa Fe,Santa Fe,231,311400
2017-05-31,34520,Vallejo,CA,Vallejo,Solano,232,353300
2017-05-31,12038,Independence,MO,Kansas City,Jackson,233,99800
2017-05-31,13713,Santa Clara,CA,San Jose,Santa Clara,234,1071500
2017-05-31,51297,Cary,NC,Raleigh,Wake,235,336400
2017-05-31,38119,Cypress,TX,Houston,Harris,236,210600
2017-05-31,7330,Surprise,AZ,Phoenix,Maricopa,237,227400
2017-05-31,16992,Berkeley,CA,San Francisco,Alameda,238,1102000
2017-05-31,11865,Hemet,CA,Riverside,Riverside,239,237000
2017-05-31,4679,Falls Church,VA,Washington,Fairfax,240,514300
2017-05-31,54522,Springfield,IL,Springfield,Sangamon,241,105800
2017-05-31,46101,Lake Charles,LA,Lake Charles,Calcasieu,242,166400
2017-05-31,4406,Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,243,551300
2017-05-31,20793,Thornton,CO,Denver,Adams,244,321700
2017-05-31,4810,Frederick,MD,Washington,Frederick,245,259700
2017-05-31,34781,Westminster,CO,Denver,Adams,246,335000
2017-05-31,398300,Lansing,MI,Lansing,Ingham,247,72700
2017-05-31,27683,Victorville,CA,Riverside,San Bernardino,248,226400
2017-05-31,34671,Waterbury,CT,New Haven,New Haven,249,107500
2017-05-31,6172,New Port Richey,FL,Tampa,Pasco,250,155000
2017-05-31,7386,Temecula,CA,Riverside,Riverside,251,429200
2017-05-31,39767,Miami Gardens,FL,Miami-Fort Lauderdale,Miami-Dade,252,209600
2017-05-31,38032,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,253,747700
2017-05-31,23534,Athens,GA,Athens,Clarke,254,149300
2017-05-31,5772,Manchester,NH,Manchester,Hillsborough,255,215500
2017-05-31,41517,Vista,CA,San Diego,San Diego,256,509600
2017-05-31,26791,Rochester,MN,Rochester,Olmsted,257,193300
2017-05-31,7453,Tracy,CA,Stockton,San Joaquin,258,452200
2017-05-31,34543,Ventura,CA,Ventura,Ventura,259,558500
2017-05-31,6103,Murrieta,CA,Riverside,Riverside,260,396200
2017-05-31,19903,Peoria,IL,Peoria,Peoria,261,88300
2017-05-31,37863,Chico,CA,Chico,Butte,262,315000
2017-05-31,8097,Ann Arbor,MI,Ann Arbor,Washtenaw,263,333700
2017-05-31,25659,Lowell,MA,Boston,Middlesex,264,256000
2017-05-31,24822,Gainesville,GA,Gainesville,Hall,265,160900
2017-05-31,44655,Clovis,CA,Fresno,Fresno,266,305900
2017-05-31,3934,Cambridge,MA,Boston,Middlesex,267,726000
2017-05-31,13943,Sparks,NV,Reno,Washoe,268,281800
2017-05-31,13594,Roseville,CA,Sacramento,Placer,269,419900
2017-05-31,53636,Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,270,443600
2017-05-31,47322,Redding,CA,Redding,Shasta,271,249200
2017-05-31,51861,El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,272,480700
2017-05-31,396054,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,273,742800
2017-05-31,41641,West Jordan,UT,Salt Lake City,Salt Lake,274,252200
2017-05-31,33024,Nampa,ID,Boise City,Canyon,275,155100
2017-05-31,4626,Everett,WA,Seattle,Snohomish,276,325700
2017-05-31,37596,Broken Arrow,OK,Tulsa,Tulsa,277,155800
2017-05-31,20071,Provo,UT,Provo,Utah,278,219900
2017-05-31,7191,Spartanburg,SC,Spartanburg,Spartanburg,279,106500
2017-05-31,50962,Bend,OR,Bend,Deschutes,280,379900
2017-05-31,53787,Palm Bay,FL,Melbourne,Brevard,281,157300
2017-05-31,51447,Clearwater,FL,Tampa,Pinellas,282,205100
2017-05-31,27228,Springfield,VA,Washington,Fairfax,283,469900
2017-05-31,21320,Wilmington,NC,Wilmington,New Hanover,284,196300
2017-05-31,26575,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,285,182400
2017-05-31,45732,Hesperia,CA,Riverside,San Bernardino,286,239000
2017-05-31,31819,Grand Junction,CO,Grand Junction,Mesa,287,203700
2017-05-31,13554,Rock Hill,SC,Charlotte,York,288,154900
2017-05-31,41084,Stone Mountain,GA,Atlanta,Dekalb,289,130900
2017-05-31,18073,Fargo,ND,Fargo,Cass,290,217800
2017-05-31,11267,Edison,NJ,New York,Middlesex,291,335600
2017-05-31,14542,West Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,292,526200
2017-05-31,3975,Carlsbad,CA,San Diego,San Diego,293,785100
2017-05-31,41446,Vacaville,CA,Vallejo,Solano,294,407900
2017-05-31,17133,Bowling Green,KY,Bowling Green,Warren,295,167200
2017-05-31,39420,Lewisville,TX,Dallas-Fort Worth,Denton,296,237300
2017-05-31,30381,Beaverton,OR,Portland,Washington,297,360900
2017-05-31,26900,Saint Augustine,FL,Jacksonville,Saint Johns,298,228900
2017-05-31,7858,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,299,216000
2017-05-31,10918,Columbia,MO,Columbia,Boone,300,155900
2017-05-31,11335,Erie,PA,Erie,Erie,301,78600
2017-05-31,44506,Cedar Rapids,IA,Cedar Rapids,Linn,302,131300
2017-05-31,39134,Jacksonville,NC,Jacksonville,Onslow,303,123800
2017-05-31,53588,Norcross,GA,Atlanta,Gwinnett,304,149300
2017-05-31,45548,Green Bay,WI,Green Bay,Brown,305,127900
2017-05-31,18053,Fairfield,CA,Vallejo,Solano,306,412700
2017-05-31,32629,Madera,CA,Madera,Madera,307,217400
2017-05-31,13699,San Mateo,CA,San Francisco,San Mateo,308,1198300
2017-05-31,25855,Merced,CA,Merced,Merced,309,210900
2017-05-31,31163,Daly City,CA,San Francisco,San Mateo,310,838500
2017-05-31,13256,Perris,CA,Riverside,Riverside,311,283700
2017-05-31,32542,Livonia,MI,Detroit,Wayne,312,186600
2017-05-31,13698,San Leandro,CA,San Francisco,Alameda,313,593600
2017-05-31,24336,Dearborn,MI,Detroit,Wayne,314,140200
2017-05-31,47762,South Gate,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,315,413200
2017-05-31,13709,Sandy Springs,GA,Atlanta,Fulton,316,454500
2017-05-31,37074,Albany,NY,Albany,Albany,317,169500
2017-05-31,54121,Richardson,TX,Dallas-Fort Worth,Dallas,318,278300
2017-05-31,53978,Portsmouth,VA,Virginia Beach,Portsmouth City,319,142700
2017-05-31,12438,Longview,TX,Longview,Gregg,320,136200
2017-05-31,35593,Laurel,MD,Washington,Prince Georges,321,312400
2017-05-31,6334,Orange Park,FL,Jacksonville,Clay,322,166100
2017-05-31,7680,Vero Beach,FL,Vero Beach,Indian River,323,182700
2017-05-31,27219,Spring Hill,FL,Tampa,Hernando,324,142100
2017-05-31,51757,Duluth,GA,Atlanta,Gwinnett,325,221200
2017-05-31,11049,Davie,FL,Miami-Fort Lauderdale,Broward,326,304900
2017-05-31,41629,West Chester,PA,Philadelphia,Chester,327,389900
2017-05-31,10917,Columbia,MD,Baltimore,Howard,328,344900
2017-05-31,40013,Newton,MA,Boston,Middlesex,329,982600
2017-05-31,44328,Brockton,MA,Boston,Plymouth,330,256500
2017-05-31,16701,Albany,GA,Albany,Dougherty,331,82500
2017-05-31,25483,Lakeland,FL,Lakeland,Polk,332,143600
2017-05-31,32452,Lawrence,KS,Lawrence,Douglas,333,175500
2017-05-31,5595,Lehigh Acres,FL,Fort Myers,Lee,334,146400
2017-05-31,6112,Napa,CA,Napa,Napa,335,583300
2017-05-31,12773,Mission Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,336,687300
2017-05-31,13715,Santa Cruz,CA,Santa Cruz,Santa Cruz,337,807600
2017-05-31,395471,Lakewood Township,NJ,New York,Ocean,338,301300
2017-05-31,16780,Antioch,CA,San Francisco,Contra Costa,339,399600
2017-05-31,44515,Centennial,CO,Denver,Arapahoe,340,425300
2017-05-31,6790,Riverview,FL,Tampa,Hillsborough,341,198500
2017-05-31,39220,Kenosha,WI,Chicago,Kenosha,342,134200
2017-05-31,20555,South Bend,IN,South Bend,Saint Joseph,343,65000
2017-05-31,10181,Arvada,CO,Denver,Jefferson,344,368200
2017-05-31,16773,Annapolis,MD,Baltimore,Anne Arundel,345,400000
2017-05-31,37933,Clinton Township,MI,Detroit,Macomb,346,162000
2017-05-31,33645,Rialto,CA,Riverside,San Bernardino,347,318400
2017-05-31,45878,Indio,CA,Riverside,Riverside,348,279300
2017-05-31,38992,Highlands Ranch,CO,Denver,Douglas,349,448400
2017-05-31,33058,New Bedford,MA,Providence,Bristol,350,223400
2017-05-31,45255,Federal Way,WA,Seattle,King,351,340300
2017-05-31,11914,Hillsboro,OR,Portland,Washington,352,341800
2017-05-31,6932,Sandy,UT,Salt Lake City,Salt Lake,353,295800
2017-05-31,4042,Champaign,IL,Champaign-Urbana,Champaign,354,140100
2017-05-31,397569,Bethlehem Township,PA,Allentown,Northampton,355,258600
2017-05-31,11695,Greeley,CO,Greeley,Weld,356,235600
2017-05-31,10700,Canton,MI,Detroit,Wayne,357,243200
2017-05-31,17943,Elgin,IL,Chicago,Kane,358,174900
2017-05-31,46508,Meridian,ID,Boise City,Ada,359,227200
2017-05-31,26964,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,360,1423000
2017-05-31,52747,Kennewick,WA,Kennewick,Benton,361,255800
2017-05-31,41802,Yakima,WA,Yakima,Yakima,362,205300
2017-05-31,12886,Muncie,IN,Muncie,Delaware,363,75000
2017-05-31,54902,Valdosta,GA,Valdosta,Lowndes,364,117800
2017-05-31,33450,Plantation,FL,Miami-Fort Lauderdale,Broward,365,295800
2017-05-31,39452,Lithonia,GA,Atlanta,Dekalb,366,114300
2017-05-31,397180,Kalamazoo,MI,Kalamazoo,Kalamazoo,367,91200
2017-05-31,44571,Cheyenne,WY,Cheyenne,Laramie,368,205000
2017-05-31,46348,Lynchburg,VA,Lynchburg,Lynchburg City,369,138600
2017-05-31,32777,McDonough,GA,Atlanta,Henry,370,166800
2017-05-31,20776,Terre Haute,IN,Terre Haute,Vigo,371,75100
2017-05-31,32540,Livermore,CA,San Francisco,Alameda,372,721000
2017-05-31,45127,Elkhart,IN,Elkhart,Elkhart,373,112800
2017-05-31,54294,San Angelo,TX,San Angelo,Tom Green,374,120600
2017-05-31,51758,Duluth,MN,Duluth,Saint Louis,375,152900
2017-05-31,54628,Sunrise,FL,Miami-Fort Lauderdale,Broward,376,197500
2017-05-31,26319,Orem,UT,Provo,Utah,377,236200
2017-05-31,3404,Anderson,SC,Greenville,Anderson,378,121800
2017-05-31,5924,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,379,383700
2017-05-31,31525,Fall River,MA,Providence,Bristol,380,234300
2017-05-31,17551,Concord,NC,Charlotte,Cabarrus,381,170900
2017-05-31,31567,Flagstaff,AZ,Flagstaff,Coconino,382,339700
